PERSONID,SURID,COMCOLI,SALARY
030000000000090706,3,0,12000
030000000000090707,3,1,47000
030000000000090708,3,0,26000
030000000000090709,3,1,9999998
030000000000090800,3,0,37000
030000000000090801,3,0,12000
030000000000090802,3,0,53000
030000000000090803,3,0,33000
030000000000090804,3,0,9999999
030000000000090805,3,0,9999998
030000000000090806,3,0,9999998
030000000000090807,3,0,9999998
030000000000090808,3,0,9999998
030000000000090809,3,0,9999999
030000000000090900,3,0,9999999
030000000000090901,3,1,45000
030000000000090902,3,0,9999999
030000000000090903,3,0,22000
030000000000090904,3,0,40000
030000000000090905,3,0,9999998
030000000000090906,3,0,9999999
030000000000090907,3,0,45000
030000000000090908,3,0,24000
030000000000090909,3,0,32000
030000000001000000,3,0,18000
030000000001000001,3,0,9999999
030000000001000002,3,0,52000
030000000001000003,3,1,9999998
030000000001000004,3,1,43000
030000000001000005,3,0,25000
030000000001000006,3,0,14000
030000000001000007,3,0,10000
030000000001000008,3,0,40000
030000000001000009,3,0,9999998
030000000001000100,3,0,30000
030000000001000101,3,0,45000
030000000001000102,3,0,9999998
030000000001000103,3,0,25000
030000000001000104,3,1,46000
030000000001000105,3,0,18000
030000000001000106,3,0,54000
030000000001000107,3,0,32000
030000000001000108,3,1,50000
030000000001000109,3,1,9999999
030000000001000200,3,0,9999999
030000000001000201,3,0,9999999
030000000001000202,3,0,36000
030000000001000203,3,0,9999999
030000000001000204,3,1,47000
030000000001000205,3,0,18000
030000000001000206,3,0,15000
030000000001000207,3,0,25000
030000000001000208,3,1,9999999
030000000001000209,3,1,15000
030000000001000300,3,0,28000
030000000001000301,3,1,44000
030000000001000302,3,1,45000
030000000001000303,3,0,24000
030000000001000304,3,1,36000
030000000001000305,3,1,25000
030000000001000306,3,0,9999998
030000000001000307,3,0,21000
030000000001000308,3,1,20000
030000000001000309,3,0,21000
030000000001000400,3,0,35000
030000000001000401,3,1,36000
030000000001000402,3,0,9999999
030000000001000403,3,0,9999999
030000000001000404,3,1,20000
030000000001000405,3,0,9999999
030000000001000406,3,0,48000
030000000001000407,3,1,18000
030000000001000408,3,0,33000
030000000001000409,3,1,72000
030000000001000500,3,1,9999998
030000000001000501,3,0,30000
030000000001000502,3,0,22000
030000000001000503,3,0,25000
030000000001000504,3,0,9999999
030000000001000505,3,0,42000
030000000001000506,3,0,29000
030000000001000507,3,1,24000
030000000001000508,3,0,9999999
030000000001000509,3,1,31000
030000000001000600,3,1,9999998
030000000001000601,3,1,47000
030000000001000602,3,1,9999998
030000000001000603,3,0,33000
030000000001000604,3,0,9999998
030000000001000605,3,0,21000
030000000001000606,3,0,36000
030000000001000607,3,0,21000
030000000001000608,3,0,16000
030000000001000609,3,0,9999998
030000000001000700,3,1,9999999
030000000001000701,3,0,10000
030000000001000702,3,0,25000
030000000001000703,3,0,9999998
030000000001000704,3,0,9999999
030000000001000705,3,0,12000
030000000001000706,3,0,36000
030000000001000707,3,1,9999998
030000000001000708,3,0,16000
030000000001000709,3,0,53000
030000000001000800,3,1,30000
030000000001000801,3,0,26000
030000000001000802,3,0,41000
030000000001000803,3,1,32000
030000000001000804,3,0,9999999
030000000001000805,3,0,9999998
030000000001000806,3,0,15000
030000000001000807,3,0,24000
030000000001000808,3,0,12000
030000000001000809,3,1,12000
030000000001000900,3,0,25000
030000000001000901,3,1,8000
030000000001000902,3,1,9999998
030000000001000903,3,0,28000
030000000001000904,3,1,21000
030000000001000905,3,0,30000
030000000001000906,3,0,9999998
030000000001000907,3,0,35000
030000000001000908,3,0,39000
030000000001000909,3,1,39000
030000000001010000,3,0,23000
030000000001010001,3,0,43000
030000000001010002,3,0,54000
030000000001010003,3,0,45000
030000000001010004,3,0,22000
030000000001010005,3,1,9999999
030000000001010006,3,0,9999998
030000000001010007,3,0,9999999
030000000001010008,3,1,18000
030000000001010009,3,1,27000
030000000001010100,3,0,28000
030000000001010101,3,0,9999999
030000000001010102,3,1,30000
030000000001010103,3,0,15000
030000000001010104,3,0,10000
030000000001010105,3,1,21000
030000000001010107,3,0,54000
030000000001010108,3,1,9999999
030000000001010109,3,0,9999999
030000000001010200,3,0,23000
030000000001010201,3,1,10000
030000000001010202,3,0,9999999
030000000001010203,3,0,27000
030000000001010204,3,0,9999999
030000000001010205,3,0,32000
030000000001010206,3,0,28000
030000000001010207,3,1,32000
030000000001010208,3,0,9999998
030000000001010209,3,1,9999999
030000000001010300,3,0,9999998
030000000001010301,3,0,9999999
030000000001010302,3,1,22000
030000000001010303,3,0,30000
030000000001010304,3,0,12000
030000000001010305,3,0,20000
030000000001010306,3,1,51000
030000000001010307,3,1,23000
030000000001010308,3,0,39000
030000000001010309,3,0,32000
030000000001010400,3,0,9999998
030000000001010401,3,1,54000
030000000001010402,3,0,31000
030000000001010403,3,0,25000
030000000001010404,3,0,17000
030000000001010405,3,1,35000
030000000001010406,3,0,48000
030000000001010407,3,0,9999999
030000000001010408,3,1,9999998
030000000001010409,3,1,26000
030000000001010500,3,0,48000
030000000001010501,3,1,40000
030000000001010502,3,1,30000
030000000001010503,3,0,9999999
030000000001010504,3,1,40000
030000000001010505,3,0,9999999
030000000001010506,3,1,48000
030000000001010507,3,0,11000
030000000001010508,3,1,9999999
030000000001010509,3,1,9999999
030000000001010600,3,0,30000
030000000001010601,3,1,38000
030000000001010602,3,0,26000
030000000001010603,3,1,9999999
030000000001010604,3,0,9999999
030000000001010605,3,0,31000
030000000001010606,3,0,14000
030000000001010607,3,0,26000
030000000001010608,3,0,60000
030000000001010609,3,1,51000
030000000001010700,3,0,33000
030000000001010701,3,1,46000
030000000001010702,3,0,9999998
030000000001010703,3,1,9999998
030000000001010704,3,0,18000
030000000001010705,3,1,9999998
030000000001010706,3,0,9999999
030000000001010707,3,0,9999998
030000000001010708,3,0,9999998
030000000001010709,3,0,9999999
030000000001010800,3,0,59000
030000000001010801,3,1,36000
030000000001010802,3,0,54000
030000000001010803,3,1,45000
030000000001010804,3,1,60000
030000000001010805,3,1,30000
030000000001010806,3,0,41000
030000000001010807,3,1,9999998
030000000001010808,3,1,15000
030000000001010809,3,1,16000
030000000001010900,3,0,17000
030000000001010901,3,0,9999999
030000000001010902,3,0,33000
030000000001010903,3,0,23000
030000000001010904,3,0,21000
030000000001010905,3,1,44000
030000000001010906,3,0,9999999
030000000001010907,3,0,30000
030000000001010908,3,0,42000
030000000001010909,3,0,9999999
030000000001020000,3,0,9999999
030000000001020001,3,1,25000
030000000001020002,3,0,15000
030000000001020003,3,1,40000
030000000001020004,3,1,18000
030000000001020005,3,0,40000
030000000001020006,3,1,35000
030000000001020007,3,0,19000
030000000001020008,3,0,30000
030000000001020009,3,1,45000
030000000001020100,3,0,9999998
030000000001020101,3,0,40000
030000000001020102,3,1,41000
030000000001020103,3,0,9999999
030000000001020104,3,1,55000
030000000001020105,3,1,80000
030000000001020106,3,1,41000
030000000001020107,3,1,18000
030000000001020108,3,1,37000
030000000001020109,3,0,24000
030000000001020200,3,0,11000
030000000001020201,3,0,42000
030000000001020202,3,1,52000
030000000001020203,3,1,42000
030000000001020204,3,0,10000
030000000001020205,3,0,24000
030000000001020206,3,0,20000
030000000001020207,3,1,39000
030000000001020208,3,0,9999999
030000000001020209,3,0,39000
030000000001020300,3,0,66000
030000000001020301,3,1,17000
030000000001020302,3,0,42000
030000000001020303,3,0,9999999
030000000001020304,3,0,9999999
030000000001020305,3,1,16000
030000000001020306,3,1,9999999
030000000001020307,3,1,48000
030000000001020308,3,1,45000
030000000001020309,3,0,21000
030000000001020400,3,0,37000
030000000001020401,3,0,33000
030000000001020402,3,1,23000
030000000001020403,3,1,9999999
030000000001020404,3,0,14000
030000000001020405,3,1,44000
030000000001020406,3,1,33000
030000000001020407,3,0,9999999
030000000001020408,3,0,32000
030000000001020409,3,0,22000
030000000001020500,3,0,9999998
030000000001020501,3,0,9999999
030000000001020502,3,0,52000
030000000001020503,3,0,23000
030000000001020504,3,0,25000
030000000001020505,3,0,9999998
030000000001020506,3,1,9999998
030000000001020507,3,1,18000
030000000001020508,3,0,38000
030000000001020509,3,0,40000
030000000001020600,3,0,33000
030000000001020601,3,1,9999999
030000000001020602,3,1,30000
030000000001020603,3,0,9999999
030000000001020604,3,0,38000
030000000001020605,3,0,9999998
030000000001020606,3,1,35000
030000000001020607,3,1,27000
030000000001020608,3,1,28000
030000000001020609,3,0,52000
030000000001020700,3,1,39000
030000000001020701,3,0,9999999
030000000001020702,3,0,9999998
030000000001020703,3,0,100000
030000000001020704,3,0,19000
030000000001020705,3,1,31000
030000000001020706,3,0,38000
030000000001020707,3,0,21000
030000000001020708,3,0,9999998
030000000001020709,3,1,31000
030000000001020800,3,0,17000
030000000001020801,3,0,46000
030000000001020802,3,1,36000
030000000001020803,3,0,9999998
030000000001020804,3,1,71000
030000000001020805,3,0,16000
030000000001020806,3,0,9999999
030000000001020807,3,0,9999999
030000000001020808,3,0,43000
030000000001020809,3,0,9999998
030000000001020900,3,0,9999999
030000000001020901,3,0,9999998
030000000001020902,3,0,30000
030000000001020903,3,0,15000
030000000001020904,3,0,43000
030000000001020905,3,0,23000
030000000001020906,3,0,18000
030000000001020907,3,0,9999999
030000000001020908,3,1,24000
030000000001020909,3,0,24000
030000000001030000,3,1,15000
030000000001030001,3,1,9999999
030000000001030002,3,0,18000
030000000001030003,3,0,32000
030000000001030004,3,0,11000
030000000001030005,3,1,26000
030000000001030006,3,0,19000
030000000001030007,3,1,27000
030000000001030008,3,0,17000
030000000001030009,3,0,36000
030000000001030100,3,1,42000
030000000001030101,3,0,42000
030000000001030102,3,0,13000
030000000001030103,3,1,21000
030000000001030104,3,0,9999998
030000000001030105,3,0,40000
030000000001030106,3,1,9999998
030000000001030107,3,0,11000
030000000001030108,3,1,18000
030000000001030109,3,1,39000
030000000001030200,3,1,13000
030000000001030201,3,1,72000
030000000001030202,3,1,21000
030000000001030203,3,0,45000
030000000001030204,3,0,9999998
030000000001030205,3,0,32000
030000000001030206,3,0,9999998
030000000001030207,3,0,25000
030000000001030208,3,1,27000
030000000001030209,3,0,9999999
030000000001030300,3,0,9999999
030000000001030301,3,0,20000
030000000001030302,3,0,34000
030000000001030303,3,0,74000
030000000001030304,3,0,15000
030000000001030305,3,1,12000
030000000001030306,3,0,17000
030000000001030307,3,1,9999998
030000000001030308,3,0,27000
030000000001030309,3,0,38000
030000000001030400,3,1,42000
030000000001030401,3,0,13000
030000000001030402,3,1,42000
030000000001030403,3,0,9999999
030000000001030404,3,0,9000
030000000001030405,3,0,50000
030000000001030406,3,0,9999998
030000000001030407,3,0,24000
030000000001030408,3,0,40000
030000000001030409,3,0,9999998
030000000001030500,3,0,42000
030000000001030501,3,0,9999998
030000000001030502,3,1,40000
030000000001030503,3,0,9999998
030000000001030504,3,0,9999999
030000000001030505,3,0,10000
030000000001030506,3,1,30000
030000000001030507,3,0,37000
030000000001030508,3,1,9999998
030000000001030509,3,1,24000
030000000001030600,3,0,28000
030000000001030601,3,1,9999999
030000000001030602,3,1,12000
030000000001030603,3,0,52000
030000000001030604,3,1,9999999
030000000001030605,3,0,50000
030000000001030606,3,0,9999998
030000000001030607,3,0,28000
030000000001030608,3,0,18000
030000000001030609,3,0,18000
030000000001030700,3,1,52000
030000000001030701,3,0,42000
030000000001030702,3,1,36000
030000000001030703,3,0,23000
030000000001030704,3,0,14000
030000000001030705,3,0,10000
030000000001030706,3,0,9999999
030000000001030707,3,0,52000
030000000001030708,3,0,37000
030000000001030709,3,1,30000
030000000001030800,3,0,36000
030000000001030801,3,0,9999999
030000000001030802,3,0,13000
030000000001030803,3,1,9999998
030000000001030804,3,0,30000
030000000001030805,3,0,45000
030000000001030806,3,0,43000
030000000001030807,3,1,9999999
030000000001030808,3,0,18000
030000000001030809,3,0,28000
030000000001030900,3,1,9999999
030000000001030901,3,0,38000
030000000001030902,3,0,9999998
030000000001030903,3,1,21000
030000000001030904,3,0,9999998
030000000001030905,3,0,40000
030000000001030906,3,0,36000
030000000001030907,3,0,9999998
030000000001030908,3,0,9999998
030000000001030909,3,1,41000
030000000001040000,3,0,49000
030000000001040001,3,0,28000
030000000001040002,3,0,38000
030000000001040003,3,0,34000
030000000001040004,3,0,40000
030000000001040005,3,1,50000
030000000001040006,3,0,54000
030000000001040007,3,0,45000
030000000001040008,3,0,9999999
030000000001040009,3,0,42000
030000000001040100,3,0,15000
030000000001040101,3,1,36000
030000000001040102,3,0,36000
030000000001040103,3,1,9999998
030000000001040104,3,1,33000
030000000001040105,3,0,9999999
030000000001040106,3,0,9999998
030000000001040107,3,0,42000
030000000001040108,3,0,33000
030000000001040109,3,1,23000
030000000001040200,3,0,89000
030000000001040201,3,0,45000
030000000001040202,3,0,10000
030000000001040203,3,0,35000
030000000001040204,3,0,9999998
030000000001040205,3,0,9999999
030000000001040206,3,0,37000
030000000001040207,3,0,35000
030000000001040208,3,1,9999999
030000000001040209,3,0,30000
030000000001040300,3,0,52000
030000000001040301,3,1,24000
030000000001040302,3,1,9999999
030000000001040303,3,0,45000
030000000001040304,3,0,44000
030000000001040305,3,0,37000
030000000001040306,3,1,35000
030000000001040307,3,1,66000
030000000001040308,3,1,34000
030000000001040309,3,1,36000
030000000001040400,3,1,30000
030000000001040401,3,1,17000
030000000001040402,3,0,36000
030000000001040403,3,0,9999999
030000000001040404,3,0,9999998
030000000001040405,3,0,9999998
030000000001040406,3,1,34000
030000000001040407,3,0,45000
030000000001040408,3,0,35000
030000000001040409,3,0,46000
030000000001040500,3,1,28000
030000000001040501,3,0,9999998
030000000001040502,3,1,34000
030000000001040503,3,0,9999999
030000000001040504,3,0,9999998
030000000001040505,3,0,36000
030000000001040506,3,0,9999999
030000000001040507,3,1,21000
030000000001040508,3,0,9999998
030000000001040509,3,0,25000
030000000001040600,3,0,9999999
030000000001040601,3,0,38000
030000000001040602,3,0,34000
030000000001040603,3,1,9999999
030000000001040604,3,0,32000
030000000001040605,3,0,52000
030000000001040606,3,1,37000
030000000001040607,3,1,40000
030000000001040608,3,0,42000
030000000001040609,3,0,24000
030000000001040700,3,0,9999999
030000000001040701,3,1,33000
030000000001040702,3,0,37000
